Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender,Subscription Type,Contract Length
39.391914,31.0386,15.79563,3.613808,13.013225,631.2581,14.424152,0.56817985,Male,Standard,Quarterly
39.39218,31.037163,15.794786,3.6139693,13.015528,631.2577,14.422606,0.5683449,Male,Standard,Quarterly
39.39211,31.037558,15.795016,3.6139255,13.014899,631.2578,14.423028,0.56829983,Male,Standard,Quarterly
39.392677,31.034475,15.793207,3.6142726,13.019832,631.2569,14.419716,0.5686534,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392372,31.036112,15.794169,3.6140883,13.017209,631.2574,14.421476,0.5684654,Male,Standard,Quarterly
39.392685,31.03443,15.79318,3.6142776,13.019903,631.2569,14.419667,0.56865853,Male,Standard,Quarterly
39.39283,31.033646,15.792721,3.614366,13.021154,631.25665,14.418826,0.56874824,Male,Standard,Quarterly
39.39224,31.036846,15.7946,3.6140056,13.016033,631.25757,14.422267,0.5683812,Male,Standard,Quarterly
39.39144,31.041159,15.7971325,3.6135197,13.009133,631.2589,14.426902,0.56788635,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39239,31.036013,15.79411,3.6140993,13.017368,631.2574,14.42137,0.56847686,Male,Standard,Quarterly
39.392036,31.037933,15.795239,3.6138825,13.01429,631.2579,14.423437,0.5682562,Male,Standard,Quarterly
39.392548,31.035183,15.793623,3.614193,13.018697,631.2571,14.420478,0.56857204,Male,Standard,Quarterly
39.39267,31.0345,15.793222,3.6142695,13.019787,631.2569,14.419745,0.5686502,Male,Standard,Quarterly
39.392475,31.035566,15.793848,3.6141496,13.018085,631.2572,14.42089,0.5685281,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39279,31.033861,15.792847,3.6143417,13.020812,631.25665,14.419057,0.5687236,Male,Standard,Quarterly
39.392185,31.03713,15.794767,3.6139731,13.015578,631.2577,14.422572,0.5683485,Male,Standard,Quarterly
39.392677,31.034475,15.793208,3.6142726,13.019829,631.2569,14.419718,0.5686532,Male,Standard,Quarterly
39.392643,31.034676,15.793324,3.6142502,13.019512,631.2569,14.4199295,0.5686305,Male,Standard,Quarterly
39.39253,31.035284,15.793682,3.6141815,13.018536,631.25714,14.420586,0.5685605,Male,Standard,Quarterly
39.392296,31.036533,15.794416,3.6140409,13.016534,631.2575,14.42193,0.56841713,Male,Standard,Quarterly
39.39212,31.03748,15.794973,3.6139336,13.015018,631.2578,14.422949,0.5683084,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.3914,31.041386,15.797269,3.6134934,13.008762,631.259,14.427151,0.5678598,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39201,31.03808,15.795326,3.6138659,13.014055,631.25793,14.423594,0.5682394,Male,Standard,Quarterly
39.391647,31.040047,15.79648,3.6136448,13.010909,631.25854,14.425709,0.5680138,Male,Standard,Quarterly
39.39174,31.03956,15.796194,3.6136997,13.011689,631.25836,14.425185,0.5680697,Male,Standard,Quarterly
39.392143,31.037355,15.794901,3.6139479,13.015218,631.25775,14.422815,0.56832266,Male,Standard,Quarterly
39.3926,31.034895,15.793454,3.6142251,13.019158,631.257,14.420168,0.5686051,Male,Standard,Quarterly
39.392696,31.03436,15.793139,3.6142855,13.020015,631.25684,14.419593,0.5686665,Male,Standard,Quarterly
39.392582,31.03499,15.7935095,3.6142147,13.019007,631.257,14.42027,0.5685943,Male,Standard,Quarterly
39.392582,31.034996,15.793512,3.614214,13.018997,631.257,14.420276,0.5685936,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.391354,31.04164,15.797416,3.6134648,13.008358,631.25903,14.427423,0.5678309,Male,Standard,Quarterly
39.39292,31.033144,15.792425,3.6144228,13.021963,631.2565,14.418284,0.56880605,Male,Standard,Quarterly
39.39225,31.036787,15.794565,3.614012,13.016128,631.25757,14.422202,0.5683879,Male,Standard,Quarterly
39.391968,31.03831,15.795459,3.6138403,13.013691,631.258,14.42384,0.5682132,Male,Standard,Quarterly
39.39226,31.036716,15.794524,3.6140203,13.016241,631.25757,14.422128,0.56839603,Male,Standard,Quarterly
39.39218,31.037146,15.794776,3.6139717,13.015554,631.2577,14.422586,0.56834686,Male,Standard,Quarterly
39.39253,31.03527,15.7936735,3.614183,13.01856,631.25714,14.42057,0.5685623,Male,Standard,Quarterly
39.392883,31.033354,15.79255,3.614399,13.021624,631.25653,14.418511,0.5687818,Male,Standard,Quarterly
39.392914,31.03319,15.792451,3.6144176,13.0218935,631.2565,14.418331,0.56880105,Male,Standard,Quarterly
39.39717,31.03094,15.790636,3.6162117,13.024894,631.18304,14.417977,0.56885195,Male,Standard,Quarterly
39.392952,31.032978,15.792329,3.6144414,13.022227,631.2565,14.418106,0.56882507,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39291,31.033203,15.792459,3.6144164,13.021872,631.2565,14.418346,0.56879956,Male,Standard,Quarterly
39.39196,31.038363,15.79549,3.6138346,13.013611,631.258,14.423894,0.56820744,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392223,31.03692,15.794645,3.6139965,13.015913,631.2576,14.422347,0.5683725,Male,Standard,Quarterly
39.39263,31.034721,15.793352,3.6142447,13.019435,631.25696,14.419982,0.5686249,Male,Standard,Quarterly
39.39268,31.034454,15.793197,3.6142752,13.019863,631.2569,14.419695,0.56865555,Male,Standard,Quarterly
39.392498,31.03545,15.79378,3.6141622,13.018266,631.25714,14.420767,0.5685413,Male,Standard,Quarterly
39.393044,31.032495,15.792044,3.614496,13.023002,631.2563,14.417585,0.5688806,Male,Standard,Quarterly
39.392574,31.035017,15.793525,3.6142113,13.018965,631.257,14.420298,0.5685913,Male,Standard,Quarterly
39.392265,31.0367,15.794514,3.6140223,13.016271,631.25757,14.422107,0.5683981,Male,Standard,Quarterly
39.392258,31.036741,15.794538,3.614017,13.016202,631.25757,14.4221525,0.56839323,Male,Standard,Quarterly
39.39175,31.03948,15.796147,3.6137085,13.011818,631.25836,14.4250965,0.568079,Male,Standard,Quarterly
39.39284,31.03359,15.792686,3.614373,13.021252,631.2566,14.418762,0.56875515,Male,Standard,Quarterly
39.39264,31.034683,15.793327,3.6142495,13.0195,631.2569,14.419938,0.5686297,Male,Standard,Quarterly
39.392296,31.03652,15.794408,3.614042,13.016558,631.2575,14.421914,0.5684187,Male,Standard,Quarterly
39.393024,31.04427,15.797101,3.6133413,13.000554,631.35284,14.434732,0.56773144,Male,Standard,Quarterly
39.392834,31.033642,15.792719,3.6143665,13.021163,631.25665,14.418823,0.5687487,Male,Standard,Quarterly
39.392925,31.03314,15.792422,3.6144233,13.021971,631.2565,14.418279,0.56880677,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392426,31.03583,15.7940035,3.61412,13.017662,631.2573,14.421174,0.56849784,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39239,31.036026,15.794118,3.614098,13.017347,631.2574,14.421385,0.56847537,Male,Standard,Quarterly
39.3926,31.034899,15.793455,3.614225,13.019153,631.257,14.420172,0.56860477,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.391922,31.038567,15.795611,3.6138115,13.01328,631.2581,14.424115,0.5681837,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.391632,31.040123,15.796524,3.6136365,13.01079,631.2586,14.425789,0.5680052,Male,Standard,Quarterly
39.391815,31.039125,15.795939,3.6137483,13.012381,631.25824,14.424721,0.56811935,Male,Standard,Quarterly
39.392803,31.0338,15.79281,3.6143484,13.020912,631.25665,14.41899,0.5687308,Male,Standard,Quarterly
39.39273,31.034199,15.793044,3.6143038,13.020275,631.25684,14.419418,0.5686851,Male,Standard,Quarterly
39.392082,31.037697,15.795099,3.6139095,13.014672,631.2578,14.423182,0.5682836,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.393036,31.032536,15.792066,3.6144912,13.02294,631.2563,14.417628,0.5688761,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39274,31.034142,15.793012,3.61431,13.020365,631.25684,14.419357,0.56869155,Male,Standard,Quarterly
39.39234,31.036287,15.794271,3.6140685,13.016931,631.2574,14.421663,0.5684455,Male,Standard,Quarterly
39.39187,31.038843,15.7957735,3.61378,13.0128355,631.2582,14.424416,0.56815195,Male,Standard,Quarterly
39.392,31.03815,15.795365,3.6138582,13.013948,631.258,14.423667,0.5682317,Male,Standard,Quarterly
39.392887,31.033333,15.792538,3.6144013,13.021657,631.25653,14.41849,0.5687842,Male,Standard,Quarterly
39.39187,31.038834,15.795769,3.613781,13.012849,631.2582,14.424405,0.5681529,Male,Standard,Quarterly
39.392235,31.036879,15.794617,3.6140018,13.0159855,631.2576,14.422299,0.5683777,Male,Standard,Quarterly
39.392906,31.033232,15.792476,3.6144133,13.021825,631.2565,14.418376,0.5687962,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392544,31.035196,15.793631,3.6141915,13.018677,631.2571,14.42049,0.5685706,Male,Standard,Quarterly
39.391342,31.041689,15.797445,3.6134596,13.008278,631.25903,14.427475,0.56782514,Male,Standard,Quarterly
39.39561,31.035683,15.791195,3.6143897,13.012639,631.39343,14.427573,0.5688112,Male,Standard,Quarterly
39.392445,31.035725,15.793943,3.6141315,13.017827,631.2573,14.4210615,0.56850976,Male,Standard,Quarterly
39.3926,31.034859,15.793433,3.6142292,13.019213,631.25696,14.420132,0.56860906,Male,Standard,Quarterly
39.393063,31.032373,15.791971,3.61451,13.0232,631.2562,14.417454,0.56889474,Male,Standard,Quarterly
39.392254,31.036772,15.794555,3.6140141,13.016155,631.25757,14.422184,0.56838995,Male,Standard,Quarterly
39.39184,31.038992,15.795862,3.6137638,13.012598,631.25824,14.424576,0.5681349,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.391937,31.038479,15.795559,3.6138215,13.013422,631.2581,14.424022,0.568194,Male,Standard,Quarterly
39.39272,31.03424,15.79307,3.614299,13.020205,631.25684,14.419466,0.5686801,Male,Standard,Quarterly
39.392673,31.034487,15.793214,3.6142712,13.019813,631.2569,14.419728,0.56865203,Male,Standard,Quarterly
39.392403,31.035963,15.794082,3.614105,13.017449,631.2573,14.421316,0.5684827,Male,Standard,Quarterly
39.39287,31.033403,15.79258,3.6143935,13.021545,631.25653,14.418566,0.5687762,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392574,31.035011,15.793521,3.614212,13.018972,631.257,14.420293,0.56859183,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39367,31.041231,15.795248,3.6136901,13.005282,631.35547,14.431635,0.5680879,Male,Standard,Quarterly
39.39267,31.034525,15.793236,3.614267,13.019753,631.2569,14.419769,0.5686477,Male,Standard,Quarterly
39.392372,31.036133,15.79418,3.6140857,13.017178,631.2574,14.421497,0.5684632,Male,Standard,Quarterly
39.39226,31.036716,15.794524,3.6140203,13.016244,631.25757,14.422125,0.5683963,Male,Standard,Quarterly
39.391483,31.04093,15.796999,3.613545,13.009497,631.25885,14.426656,0.5679126,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392735,31.034163,15.793025,3.6143074,13.020328,631.25684,14.419383,0.568689,Male,Standard,Quarterly
39.391857,31.0389,15.795807,3.6137736,13.012744,631.25824,14.424478,0.5681453,Male,Standard,Quarterly
39.39282,31.033709,15.792757,3.6143591,13.021059,631.25665,14.418891,0.5687413,Male,Standard,Quarterly
39.392994,31.03275,15.792193,3.6144671,13.022596,631.2564,14.417859,0.5688515,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.391884,31.038767,15.795729,3.6137888,13.01296,631.2582,14.424331,0.56816083,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39302,31.03262,15.792116,3.6144817,13.022801,631.2563,14.417722,0.5688662,Male,Standard,Quarterly
39.392796,31.033821,15.792823,3.614346,13.020876,631.25665,14.419016,0.56872815,Male,Standard,Quarterly
39.391884,31.038767,15.795729,3.6137886,13.012958,631.2582,14.424333,0.56816065,Male,Standard,Quarterly
39.392223,31.036913,15.79464,3.613998,13.015924,631.2576,14.422339,0.5683734,Male,Standard,Quarterly
39.392456,31.035666,15.793905,3.6141386,13.017927,631.25726,14.420995,0.56851685,Male,Standard,Quarterly
39.392586,31.038355,15.794946,3.6138856,13.012572,631.2851,14.425192,0.56826687,Male,Standard,Quarterly
39.392708,31.0343,15.793105,3.6142921,13.020108,631.25684,14.419531,0.56867325,Male,Standard,Quarterly
39.39296,31.03294,15.792306,3.6144457,13.022289,631.2565,14.418065,0.5688294,Male,Standard,Quarterly
39.391632,31.040117,15.796524,3.6136365,13.010793,631.2586,14.425787,0.5680054,Male,Standard,Quarterly
39.3915,31.040852,15.796954,3.613554,13.009619,631.2588,14.426576,0.5679212,Male,Standard,Quarterly
39.39275,31.034058,15.792963,3.6143198,13.020498,631.2568,14.419267,0.5687012,Male,Standard,Quarterly
39.391834,31.039043,15.795891,3.6137576,13.012515,631.25824,14.42463,0.5681289,Male,Standard,Quarterly
39.392532,31.035261,15.793668,3.614184,13.018574,631.25714,14.420561,0.56856316,Male,Standard,Quarterly
39.391895,31.038689,15.795682,3.6137981,13.013084,631.2582,14.424246,0.5681697,Male,Standard,Quarterly
39.392544,31.035194,15.793629,3.6141915,13.018681,631.2571,14.420487,0.568571,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.391357,31.041605,15.797395,3.6134694,13.008416,631.25903,14.427383,0.56783503,Male,Standard,Quarterly
39.3926,31.0349,15.793457,3.6142244,13.019151,631.257,14.420173,0.5686046,Male,Standard,Quarterly
39.392784,31.03389,15.792861,3.6143394,13.020773,631.25665,14.419084,0.5687208,Male,Standard,Quarterly
39.39237,31.036154,15.794195,3.6140833,13.01714,631.2574,14.421524,0.56846046,Male,Standard,Quarterly
39.392952,31.032974,15.792325,3.614442,13.022236,631.2565,14.4181,0.5688256,Male,Standard,Quarterly
39.39219,31.03712,15.794761,3.613974,13.015592,631.2577,14.422564,0.56834954,Male,Standard,Quarterly
39.392765,31.033998,15.792927,3.6143267,13.0205965,631.2568,14.419202,0.5687082,Male,Standard,Quarterly
39.3925,31.03542,15.793761,3.614166,13.01832,631.25714,14.420732,0.56854504,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392628,31.03475,15.793369,3.6142416,13.01939,631.25696,14.420012,0.56862164,Male,Standard,Quarterly
39.392303,31.036505,15.794399,3.614044,13.016583,631.2575,14.421899,0.56842047,Male,Standard,Quarterly
39.39182,31.039122,15.795938,3.6137488,13.012388,631.25824,14.424714,0.5681199,Male,Standard,Quarterly
39.3926,31.034883,15.793447,3.6142268,13.019178,631.25696,14.420156,0.56860656,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.3929,31.033274,15.7925,3.6144085,13.02176,631.25653,14.41842,0.5687915,Male,Standard,Quarterly
39.39234,31.036276,15.794265,3.6140695,13.016947,631.2574,14.421654,0.56844664,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392574,31.035011,15.793523,3.614212,13.01897,631.257,14.420295,0.56859165,Male,Standard,Quarterly
39.391357,31.041605,15.797395,3.6134694,13.008416,631.25903,14.4273815,0.56783503,Male,Standard,Quarterly
39.391632,31.040134,15.796533,3.6136346,13.010767,631.2586,14.425805,0.5680036,Male,Standard,Quarterly
39.39198,31.038239,15.795418,3.6138484,13.013804,631.258,14.423765,0.56822133,Male,Standard,Quarterly
39.392918,31.033154,15.792431,3.6144214,13.021946,631.2565,14.418296,0.56880486,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.391693,31.0398,15.796335,3.6136723,13.011304,631.2585,14.425443,0.5680421,Male,Standard,Quarterly
39.39266,31.034565,15.793261,3.6142626,13.019686,631.2569,14.419813,0.5686429,Male,Standard,Quarterly
39.39172,31.039642,15.796242,3.6136901,13.011557,631.2584,14.425273,0.5680602,Male,Standard,Quarterly
39.392433,31.035791,15.793982,3.6141243,13.01772,631.2573,14.421133,0.5685021,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39199,31.038187,15.795388,3.6138546,13.013889,631.258,14.423707,0.5682274,Male,Standard,Quarterly
39.392807,31.033773,15.792793,3.614352,13.020958,631.25665,14.41896,0.5687341,Male,Standard,Quarterly
39.392967,31.032911,15.792287,3.614449,13.022338,631.2564,14.418032,0.56883293,Male,Standard,Quarterly
39.39237,31.036154,15.794195,3.6140833,13.01714,631.2574,14.421524,0.5684605,Male,Standard,Quarterly
39.39256,31.035109,15.79358,3.614201,13.018816,631.257,14.420399,0.56858057,Male,Standard,Quarterly
39.392574,31.035036,15.793537,3.6142097,13.018934,631.257,14.420318,0.56858915,Male,Standard,Quarterly
39.39233,31.03635,15.79431,3.614061,13.016826,631.2574,14.421734,0.56843793,Male,Standard,Quarterly
39.392765,31.03398,15.792916,3.6143281,13.020623,631.2568,14.419184,0.56871015,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.393078,31.032316,15.79194,3.6145158,13.023283,631.2562,14.417396,0.56890076,Male,Standard,Quarterly
39.392628,31.03474,15.793364,3.6142426,13.019404,631.25696,14.420003,0.56862277,Male,Standard,Quarterly
39.39177,31.0394,15.796101,3.6137176,13.011946,631.25836,14.425012,0.5680881,Male,Standard,Quarterly
39.39265,31.034624,15.793295,3.614256,13.019594,631.2569,14.419875,0.56863636,Male,Standard,Quarterly
39.39289,31.033316,15.792525,3.6144032,13.021689,631.25653,14.4184675,0.5687865,Male,Standard,Quarterly
39.39274,31.034136,15.793008,3.614311,13.020376,631.2568,14.41935,0.5686923,Male,Standard,Quarterly
39.396202,31.036884,15.7912,3.6143193,13.009353,631.4289,14.430559,0.5687495,Male,Standard,Quarterly
39.392277,31.036633,15.794474,3.6140296,13.016378,631.2575,14.422034,0.56840587,Male,Standard,Quarterly
39.39144,31.04116,15.797134,3.6135192,13.009128,631.2589,14.426907,0.56788594,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39207,31.037764,15.795139,3.613902,13.014566,631.2579,14.423252,0.568276,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392143,31.037355,15.794901,3.6139479,13.015218,631.25775,14.422815,0.56832266,Male,Standard,Quarterly
39.39254,31.035229,15.79365,3.6141877,13.018624,631.25714,14.420526,0.5685669,Male,Standard,Quarterly
39.392086,31.037666,15.79508,3.613913,13.014725,631.2578,14.423146,0.5682873,Male,Standard,Quarterly
39.392715,31.034275,15.793089,3.614295,13.020152,631.25684,14.419501,0.5686763,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392033,31.03795,15.795248,3.613881,13.014269,631.25793,14.423451,0.56825465,Male,Standard,Quarterly
39.392277,31.036657,15.794489,3.6140265,13.016337,631.2575,14.422063,0.56840295,Male,Standard,Quarterly
39.39197,31.038284,15.795445,3.6138434,13.013731,631.258,14.423812,0.56821615,Male,Standard,Quarterly
39.39275,31.034075,15.792972,3.6143181,13.020475,631.2568,14.419284,0.56869954,Male,Standard,Quarterly
39.39151,31.040789,15.796916,3.6135607,13.009722,631.2587,14.426506,0.5679286,Male,Standard,Quarterly
39.391357,31.04161,15.7974,3.6134682,13.008404,631.25903,14.427391,0.56783414,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392277,31.036634,15.794476,3.614029,13.016372,631.2575,14.422039,0.56840545,Male,Standard,Quarterly
39.391853,31.03895,15.795834,3.6137688,13.012669,631.25824,14.424526,0.56814,Male,Standard,Quarterly
39.392452,31.0357,15.793926,3.6141346,13.017869,631.25726,14.421036,0.5685127,Male,Standard,Quarterly
39.39181,31.03916,15.79596,3.6137443,13.012326,631.25824,14.424756,0.5681154,Male,Standard,Quarterly
39.39256,31.035124,15.793589,3.6141996,13.018791,631.257,14.420415,0.56857884,Male,Standard,Quarterly
39.39256,31.035105,15.793576,3.6142015,13.018823,631.257,14.420392,0.56858104,Male,Standard,Quarterly
39.392372,31.036137,15.794184,3.6140852,13.017169,631.2574,14.421503,0.56846255,Male,Standard,Quarterly
39.392296,31.036541,15.79442,3.61404,13.016523,631.2575,14.421939,0.5684163,Male,Standard,Quarterly
39.39185,31.038952,15.795837,3.6137676,13.012659,631.25824,14.424534,0.56813926,Male,Standard,Quarterly
39.392883,31.033365,15.792555,3.6143975,13.021606,631.25653,14.418524,0.5687805,Male,Standard,Quarterly
39.392555,31.03513,15.793592,3.6141992,13.018784,631.257,14.420421,0.56857824,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39263,31.034716,15.793346,3.6142457,13.019449,631.2569,14.419973,0.56862587,Male,Standard,Quarterly
39.39248,31.035538,15.793833,3.6141527,13.0181265,631.2572,14.420861,0.5685311,Male,Standard,Quarterly
39.39137,31.04156,15.797369,3.6134741,13.008489,631.25903,14.427334,0.5678402,Male,Standard,Quarterly
39.391937,31.038479,15.795559,3.6138215,13.013419,631.2581,14.424022,0.56819385,Male,Standard,Quarterly
39.392563,31.035082,15.793563,3.6142042,13.018859,631.257,14.420369,0.5685837,Male,Standard,Quarterly
39.3914,31.04138,15.797263,3.6134944,13.008776,631.259,14.427142,0.5678608,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39268,31.034437,15.793184,3.614277,13.019894,631.2569,14.419674,0.5686579,Male,Standard,Quarterly
39.392654,31.034603,15.7932825,3.6142583,13.019627,631.2569,14.419853,0.5686387,Male,Standard,Quarterly
39.398067,31.031908,15.79107,3.6165338,13.023169,631.16296,14.419601,0.5686823,Male,Standard,Quarterly
39.392193,31.037113,15.794757,3.6139753,13.015605,631.2577,14.422555,0.5683505,Male,Standard,Quarterly
39.392467,31.035622,15.79388,3.614143,13.017991,631.25726,14.420953,0.5685215,Male,Standard,Quarterly
39.392666,31.034529,15.793238,3.6142664,13.019747,631.2569,14.419773,0.56864727,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.391853,31.038914,15.795816,3.613772,13.012719,631.25824,14.424493,0.56814355,Male,Standard,Quarterly
39.393032,31.032557,15.79208,3.6144886,13.022903,631.2563,14.417653,0.5688735,Male,Standard,Quarterly
39.392555,31.03513,15.793592,3.6141992,13.018784,631.257,14.420419,0.56857824,Male,Standard,Quarterly
39.392956,31.03295,15.792313,3.6144445,13.02227,631.2565,14.418078,0.5688281,Male,Standard,Quarterly
39.392666,31.034529,15.793238,3.6142669,13.019749,631.2569,14.419772,0.5686473,Male,Standard,Quarterly
39.39254,31.035204,15.793637,3.61419,13.0186615,631.2571,14.420502,0.5685695,Male,Standard,Quarterly
39.392708,31.034296,15.793103,3.6142926,13.020117,631.25684,14.419524,0.56867385,Male,Standard,Quarterly
39.392414,31.035892,15.79404,3.6141129,13.017559,631.2573,14.421242,0.56849056,Male,Standard,Quarterly
39.39202,31.03801,15.795282,3.6138744,13.014172,631.25793,14.423517,0.56824774,Male,Standard,Quarterly
39.392525,31.035288,15.793686,3.614181,13.018528,631.25714,14.420591,0.56856,Male,Standard,Quarterly
39.392807,31.033758,15.792787,3.6143532,13.020977,631.25665,14.418945,0.5687355,Male,Standard,Quarterly
39.392826,31.033674,15.792735,3.6143632,13.021118,631.25665,14.418852,0.56874555,Male,Standard,Quarterly
39.392277,31.036634,15.794476,3.614029,13.016374,631.2575,14.422039,0.56840545,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39227,31.03667,15.794497,3.614025,13.016314,631.2575,14.422077,0.5684013,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39251,31.035374,15.793734,3.6141717,13.0183935,631.25714,14.420681,0.56855035,Male,Standard,Quarterly
39.39309,31.032225,15.791884,3.6145267,13.0234375,631.25616,14.417295,0.5689118,Male,Standard,Quarterly
39.39294,31.033052,15.792372,3.614433,13.02211,631.2565,14.418187,0.56881666,Male,Standard,Quarterly
39.39219,31.037117,15.794759,3.6139748,13.0156,631.2577,14.422557,0.5683501,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39157,31.040443,15.796714,3.6135998,13.010275,631.25867,14.426134,0.5679683,Male,Standard,Quarterly
39.39302,31.032602,15.792106,3.614484,13.022834,631.2563,14.417699,0.5688686,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392628,31.03475,15.793369,3.6142418,13.019392,631.25696,14.420011,0.5686219,Male,Standard,Quarterly
39.39208,31.037716,15.79511,3.6139078,13.014644,631.2579,14.423199,0.56828165,Male,Standard,Quarterly
